source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Bcells,Endothelial,AREG,EGFR,0.0030279693332138503,0,AREG_EGFR,AREG - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Oligodendrocytes,Astrocytes,HBEGF,EGFR,0.0095553896364187,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Microglia,Astrocytes,HBEGF,EGFR,0.005214596913985105,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Astrocytes,HBEGF,EGFR,0.01685744690230994,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Astrocytes,HBEGF,EGFR,0.003039854149901847,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Endothelial,Astrocytes,HBEGF,EGFR,0.0049126291379895685,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Oligodendrocytes,NeuralProgenitors,HBEGF,EGFR,0.002753916495523407,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Microglia,NeuralProgenitors,HBEGF,EGFR,0.0014982021318339469,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,NeuralProgenitors,HBEGF,EGFR,0.00488404006997816,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,NeuralProgenitors,HBEGF,EGFR,8.720196898633784e-4,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Endothelial,NeuralProgenitors,HBEGF,EGFR,0.0014111387022465141,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Oligodendrocytes,Endothelial,HBEGF,EGFR,0.004955633419749371,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Microglia,Endothelial,HBEGF,EGFR,0.002698710134711815,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Endothelial,HBEGF,EGFR,0.008773777348500558,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Endothelial,HBEGF,EGFR,0.0015715579998524202,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Endothelial,Endothelial,HBEGF,EGFR,0.002542060468352458,0,HBEGF_EGFR,HBEGF - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Oligodendrocytes,Oligodendrocytes,HBEGF,ERBB4,0.015158343414804402,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Microglia,Oligodendrocytes,HBEGF,ERBB4,0.00829357147509139,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Oligodendrocytes,HBEGF,ERBB4,0.026626969423121944,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Oligodendrocytes,HBEGF,ERBB4,0.004840994076586441,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Endothelial,Oligodendrocytes,HBEGF,ERBB4,0.007814706558763259,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Oligodendrocytes,Astrocytes,HBEGF,ERBB4,0.022462366023346225,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Microglia,Astrocytes,HBEGF,ERBB4,0.012331231920975202,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Astrocytes,HBEGF,ERBB4,0.03923696418338262,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Astrocytes,HBEGF,ERBB4,0.007210014581095291,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Endothelial,Astrocytes,HBEGF,ERBB4,0.011621967470464406,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Oligodendrocytes,NeuralProgenitors,HBEGF,ERBB4,0.026940350904249753,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Microglia,NeuralProgenitors,HBEGF,ERBB4,0.014820144533189096,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,NeuralProgenitors,HBEGF,ERBB4,0.04689861155857991,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,NeuralProgenitors,HBEGF,ERBB4,0.00867434858241825,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Endothelial,NeuralProgenitors,HBEGF,ERBB4,0.013969748312949752,0,HBEGF_ERBB4,HBEGF - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Astrocytes,EREG,EGFR,0.03141992213244829,0,EREG_EGFR,EREG - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,NeuralProgenitors,EREG,EGFR,0.00919995724971493,0,EREG_EGFR,EREG - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Endothelial,EREG,EGFR,0.016470078501964393,0,EREG_EGFR,EREG - EGFR,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Oligodendrocytes,EREG,ERBB4,0.049206545808778486,0,EREG_ERBB4,EREG - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,Astrocytes,EREG,ERBB4,0.07172185352253059,0,EREG_ERBB4,EREG - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Monocytes,NeuralProgenitors,EREG,ERBB4,0.08516442055665084,0,EREG_ERBB4,EREG - ERBB4,EGF,Secreted Signaling,KEGG: hsa04012
Astrocytes,Oligodendrocytes,NRG2,ERBB3,0.003033056215855205,0,NRG2_ERBB3,NRG2 - ERBB3,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Oligodendrocytes,NRG2,ERBB3,0.009344796503985101,0,NRG2_ERBB3,NRG2 - ERBB3,NRG,Secreted Signaling,KEGG: hsa04012
Astrocytes,NeuralProgenitors,NRG2,ERBB3,5.631948074350191e-4,0,NRG2_ERBB3,NRG2 - ERBB3,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,NeuralProgenitors,NRG2,ERBB3,0.0017441859107794786,0,NRG2_ERBB3,NRG2 - ERBB3,NRG,Secreted Signaling,KEGG: hsa04012
Astrocytes,Oligodendrocytes,NRG2,ERBB4,0.00439469701776425,0,NRG2_ERBB4,NRG2 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Oligodendrocytes,NRG2,ERBB4,0.013501615581212463,0,NRG2_ERBB4,NRG2 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
Astrocytes,Astrocytes,NRG2,ERBB4,0.0065467514609606125,0,NRG2_ERBB4,NRG2 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Astrocytes,NRG2,ERBB4,0.020023577316598824,0,NRG2_ERBB4,NRG2 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
Astrocytes,NeuralProgenitors,NRG2,ERBB4,0.007877447411746251,0,NRG2_ERBB4,NRG2 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,NeuralProgenitors,NRG2,ERBB4,0.024027327633437998,0,NRG2_ERBB4,NRG2 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
Astrocytes,Oligodendrocytes,NRG3,ERBB4,0.07690182348106056,0,NRG3_ERBB4,NRG3 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Oligodendrocytes,NRG3,ERBB4,0.060135946539378524,0,NRG3_ERBB4,NRG3 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
Astrocytes,Astrocytes,NRG3,ERBB4,0.11061527259417289,0,NRG3_ERBB4,NRG3 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,Astrocytes,NRG3,ERBB4,0.08719357446935057,0,NRG3_ERBB4,NRG3 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
Astrocytes,NeuralProgenitors,NRG3,ERBB4,0.13032407348515387,0,NRG3_ERBB4,NRG3 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
NeuralProgenitors,NeuralProgenitors,NRG3,ERBB4,0.10321352574157161,0,NRG3_ERBB4,NRG3 - ERBB4,NRG,Secreted Signaling,KEGG: hsa04012
Oligodendrocytes,Oligodendrocytes,FGF1,FGFR1,0.004431977319622866,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Oligodendrocytes,FGF1,FGFR1,0.0022266645052015743,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,Astrocytes,FGF1,FGFR1,0.01207914474251766,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Astrocytes,FGF1,FGFR1,0.006091952952068746,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Endothelial,Astrocytes,FGF1,FGFR1,0.0015834947976276796,0.04,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,Monocytes,FGF1,FGFR1,0.0034633486757992063,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Monocytes,FGF1,FGFR1,0.001739174948062496,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,NeuralProgenitors,FGF1,FGFR1,0.03509445595991228,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,NeuralProgenitors,FGF1,FGFR1,0.01790618189864462,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Endothelial,NeuralProgenitors,FGF1,FGFR1,0.004695701154919604,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,Endothelial,FGF1,FGFR1,0.01644543024895437,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Endothelial,FGF1,FGFR1,0.008312239247711808,0,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Endothelial,Endothelial,FGF1,FGFR1,0.0021641966456214215,0.01,FGF1_FGFR1,FGF1 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,Oligodendrocytes,FGF1,FGFR2,0.039041452613196116,0,FGF1_FGFR2,FGF1 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Oligodendrocytes,FGF1,FGFR2,0.019960039670902846,0,FGF1_FGFR2,FGF1 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,Astrocytes,FGF1,FGFR2,0.032478128359850686,0,FGF1_FGFR2,FGF1 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Astrocytes,FGF1,FGFR2,0.016549280120812967,0,FGF1_FGFR2,FGF1 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,Astrocytes,FGF1,FGFR3,0.04039578089722491,0,FGF1_FGFR3,FGF1 - FGFR3,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Astrocytes,FGF1,FGFR3,0.020666678931540092,0,FGF1_FGFR3,FGF1 - FGFR3,FGF,Secreted Signaling,PMC: 4393358
Endothelial,Astrocytes,FGF1,FGFR3,0.005430873538771398,0,FGF1_FGFR3,FGF1 - FGFR3,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Oligodendrocytes,FGF2,FGFR1,0.005548999147156253,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,Oligodendrocytes,FGF2,FGFR1,8.524613505186329e-4,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Astrocytes,FGF2,FGFR1,0.015094313134113406,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,Astrocytes,FGF2,FGFR1,0.002337846613655118,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Monocytes,FGF2,FGFR1,0.004337303922501612,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,Monocytes,FGF2,FGFR1,6.656290227423214e-4,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,NeuralProgenitors,FGF2,FGFR1,0.04360110122912391,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,NeuralProgenitors,FGF2,FGFR1,0.0069223793000985365,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Endothelial,FGF2,FGFR1,0.020527853901226495,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,Endothelial,FGF2,FGFR1,0.0031943005515732473,0,FGF2_FGFR1,FGF2 - FGFR1,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Oligodendrocytes,FGF2,FGFR2,0.048456775764025996,0,FGF2_FGFR2,FGF2 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,Oligodendrocytes,FGF2,FGFR2,0.007726294915807265,0,FGF2_FGFR2,FGF2 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Astrocytes,FGF2,FGFR2,0.04037713217872065,0,FGF2_FGFR2,FGF2 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,Astrocytes,FGF2,FGFR2,0.006392394863987487,0,FGF2_FGFR2,FGF2 - FGFR2,FGF,Secreted Signaling,PMC: 4393358
Astrocytes,Astrocytes,FGF2,FGFR3,0.05012068172263892,0,FGF2_FGFR3,FGF2 - FGFR3,FGF,Secreted Signaling,PMC: 4393358
NeuralProgenitors,Astrocytes,FGF2,FGFR3,0.00800336351726017,0,FGF2_FGFR3,FGF2 - FGFR3,FGF,Secreted Signaling,PMC: 4393358
Oligodendrocytes,NeuralProgenitors,PDGFA,PDGFRA,0.006078094037730975,0,PDGFA_PDGFRA,PDGFA - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Microglia,NeuralProgenitors,PDGFA,PDGFRA,0.008970796121535448,0,PDGFA_PDGFRA,PDGFA - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Astrocytes,NeuralProgenitors,PDGFA,PDGFRA,0.004017302023571791,0,PDGFA_PDGFRA,PDGFA - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Endothelial,NeuralProgenitors,PDGFA,PDGFRA,0.007138250714998298,0,PDGFA_PDGFRA,PDGFA - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Oligodendrocytes,Astrocytes,PDGFA,PDGFRB,0.0024826225342478685,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Microglia,Astrocytes,PDGFA,PDGFRB,0.003668888204493686,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Astrocytes,Astrocytes,PDGFA,PDGFRB,0.001637907698209446,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Endothelial,Astrocytes,PDGFA,PDGFRB,0.002921890997986156,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Oligodendrocytes,Endothelial,PDGFA,PDGFRB,7.794603546788713e-4,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Microglia,Endothelial,PDGFA,PDGFRB,0.0011524409119097094,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Astrocytes,Endothelial,PDGFA,PDGFRB,5.139143179871382e-4,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Endothelial,Endothelial,PDGFA,PDGFRB,9.180801292812689e-4,0,PDGFA_PDGFRB,PDGFA - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Microglia,NeuralProgenitors,PDGFB,PDGFRA,0.02357812442863071,0,PDGFB_PDGFRA,PDGFB - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Endothelial,NeuralProgenitors,PDGFB,PDGFRA,0.005970339284821056,0,PDGFB_PDGFRA,PDGFB - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Microglia,Astrocytes,PDGFB,PDGFRB,0.00973226752151553,0,PDGFB_PDGFRB,PDGFB - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Endothelial,Astrocytes,PDGFB,PDGFRB,0.002441240544405912,0,PDGFB_PDGFRB,PDGFB - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Microglia,Endothelial,PDGFB,PDGFRB,0.003067207005915005,0,PDGFB_PDGFRB,PDGFB - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Endothelial,Endothelial,PDGFB,PDGFRB,7.667641155158328e-4,0,PDGFB_PDGFRB,PDGFB - PDGFRB,PDGF,Secreted Signaling,PMID: 15207812
Astrocytes,NeuralProgenitors,PDGFC,PDGFRA,0.005470485142524823,0,PDGFC_PDGFRA,PDGFC - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Monocytes,NeuralProgenitors,PDGFC,PDGFRA,0.006132930105869858,0,PDGFC_PDGFRA,PDGFC - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
NeuralProgenitors,NeuralProgenitors,PDGFC,PDGFRA,0.02920988403887767,0,PDGFC_PDGFRA,PDGFC - PDGFRA,PDGF,Secreted Signaling,PMID: 15207812
Microglia,Microglia,VEGFA,FLT1,0.003658937610066182,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Astrocytes,Microglia,VEGFA,FLT1,0.008571356629902948,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Monocytes,Microglia,VEGFA,FLT1,0.023457338844606906,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
NeuralProgenitors,Microglia,VEGFA,FLT1,0.012753316135940357,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Microglia,VEGFA,FLT1,0.0021773572710045135,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Microglia,Monocytes,VEGFA,FLT1,0.0019525941307683022,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Astrocytes,Monocytes,VEGFA,FLT1,0.0045846508919579155,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Monocytes,Monocytes,VEGFA,FLT1,0.012635110230037022,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
NeuralProgenitors,Monocytes,VEGFA,FLT1,0.006834908773343281,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Monocytes,VEGFA,FLT1,0.0011611427231447867,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Microglia,Endothelial,VEGFA,FLT1,0.009699707534427662,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Astrocytes,Endothelial,VEGFA,FLT1,0.022538881069198855,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Monocytes,Endothelial,VEGFA,FLT1,0.06020927955791346,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
NeuralProgenitors,Endothelial,VEGFA,FLT1,0.03330664828381964,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Endothelial,VEGFA,FLT1,0.005786298613385443,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Microglia,Endothelial,VEGFA,KDR,5.057208106463374e-4,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Astrocytes,Endothelial,VEGFA,KDR,0.001189747039910383,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Monocytes,Endothelial,VEGFA,KDR,0.0032986489969099968,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
NeuralProgenitors,Endothelial,VEGFA,KDR,0.0017766778660475901,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Endothelial,VEGFA,KDR,3.0055871716473545e-4,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Microglia,Microglia,VEGFB,FLT1,0.0035195671763289583,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Astrocytes,Microglia,VEGFB,FLT1,0.01135433975927457,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Monocytes,Microglia,VEGFB,FLT1,0.0030380672673833266,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
NeuralProgenitors,Microglia,VEGFB,FLT1,0.003024505308924013,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Microglia,VEGFB,FLT1,0.0028528716959251945,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Bcells,Microglia,VEGFB,FLT1,5.997119978660286e-4,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Microglia,Monocytes,VEGFB,FLT1,0.0018780965039949327,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Astrocytes,Monocytes,VEGFB,FLT1,0.0060811537156641605,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Monocytes,Monocytes,VEGFB,FLT1,0.0016207953076874779,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
NeuralProgenitors,Monocytes,VEGFB,FLT1,0.001613549823891095,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Monocytes,VEGFB,FLT1,0.0015218624167951647,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Bcells,Monocytes,VEGFB,FLT1,3.195790401971961e-4,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Microglia,Endothelial,VEGFB,FLT1,0.009332396925022579,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Astrocytes,Endothelial,VEGFB,FLT1,0.029720946409710142,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Monocytes,Endothelial,VEGFB,FLT1,0.00806209761627206,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
NeuralProgenitors,Endothelial,VEGFB,FLT1,0.008026288899696223,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Endothelial,VEGFB,FLT1,0.007572971778576435,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Bcells,Endothelial,VEGFB,FLT1,0.0015979143766268653,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Endothelial,Endothelial,VEGFC,KDR,2.1997028030188204e-4,0,VEGFC_VEGFR2,VEGFC - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Microglia,Endothelial,VEGFA,FLT1_KDR,0.0022940872706940433,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338
Astrocytes,Endothelial,VEGFA,FLT1_KDR,0.005383986530288373,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338
Monocytes,Endothelial,VEGFA,FLT1_KDR,0.014817153382026596,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338
NeuralProgenitors,Endothelial,VEGFA,FLT1_KDR,0.00802341538334758,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338
Endothelial,Endothelial,VEGFA,FLT1_KDR,0.0013644065530017302,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338
NKTcells,Microglia,CCL5,CCR1,0.03175496033606207,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
NKTcells,Monocytes,CCL5,CCR1,0.033396338465767804,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
Oligodendrocytes,Microglia,CCL3,CCR1,0.0010474481396543919,0,CCL3_CCR1,CCL3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
Microglia,Microglia,CCL3,CCR1,0.04198144221816537,0,CCL3_CCR1,CCL3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
Monocytes,Microglia,CCL3,CCR1,0.018794328336411332,0,CCL3_CCR1,CCL3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
